text,sentiment_before,sentiment_after
"Pelayanan Ramah, barang ready stok.. harga bersahabat banyak diskonnya .. sukses selalu ya",positive,positive
mantapp poll..sukses truss,positive,positive
Beli hp di Tiga Putra dijamin GK nyesel.pelayananx sangat baik...salesx ramah2...terimakasih Tiga Putra.,negative,positive
"Pelayanannya ramah, tempat bersih dan nyaman. Memuaskan ketika beli disini",positive,positive
"Tempat yg bersihdan nyaman,customer servis yg sangat membantu dan ramah",positive,positive
"Pelayanannya baik,, macem 2pilihan, tempat nyaman ...maju dan sukses deh buat Tiga putra dimana pun",positive,positive
Murah berkwalitas dan sales ramah,positive,positive
"Pelayanan bagus, ramah, sales ga memaksa beli bgt, pembayaran bisa combine cash dan debut, thanks.",positive,positive
Pelayanan bagus Salesnya berpengalaman,positive,positive
Miminnya baik banget. Untuk harga lebih miring dari toko sebelah. Tapi produknya ++,negative,negative
Nice dan nyaman....,positive,positive
"Pelayanan super ramah, cepat, penjelasan baik, pembayaran mudah dan harganya terjangkau",positive,positive
Langganan beli hp disini,positive,positive
Pelayanan yang bagus dan karyawannya ramah-ramah,neutral,positive
"Belanja di 3putra seruh, lengkap,oranya rmah",negative,negative
Terpercaya dan dijamin original 100%,neutral,positive
Alhamdulilah pelayanannya bagus dan memuaskan dan ramah,positive,positive
Tempatnya Ok dan pelayananya sangat baik,positive,positive
Sudah deket rumah..harga murah.selisih sama sebelah..produk g pernah cacat..istimewa dah...,negative,negative
"Tempat luas,pelayan ramah jika ingin beli hp mantapkan dulu hp apa yang ingin di beli kerena anda akan di tawarin hp lain yang tidak anda cari dan itu hal biasa",negative,negative
"Service ramah, pelayanan cepat,",positive,positive
Sy berlanggana beli dan credit Hp di sini,negative,negative
"Pelayanannya ramah,,,dan enak di ajak konsultasi",positive,positive
Banyak pilihan playanan ramah ramah,positive,positive
Bagus. Tempatnya gede. Gak semua pegawainya ramah. Khususnya yg cewek,negative,negative
Pelayanan papan atas,negative,positive
"Staf di dalam sih bersahabat, tetapi security/ tukang parkir nya punya attitude issue. Bisa2 nya bilang dgn gak sopan ""Kalau mau drop off jangan lama2!"" Hemmm....kayanya 2 menit aja gak sampe. Kalau yg di dalam mobil gak ditenangin kaya nya bakal di damprat tu satpam. Mau beli hp hati jg sambil kesel jg.",neutral,positive
Keren..lengkap..dan SDM nya pinter2 mengenai gadget,negative,negative
"Pelayanan memuaskan, tempat nyaman, parkir luas dan banyak tipe dan merk",positive,positive
Pelayanan cepat dan efisien. Tempat luas dan nyaman,positive,positive
Strategis,neutral,neutral
"Pelayanan memuaskan, tingkatkan.",positive,positive
"Salesnya ramah2, komunikatif juga. berbagai merk ada dan bisa dicoba. Xiaomi, apple, samsung, huawei, oppo, realme, duh masih banyak lagi kyknya. Ada toilet, parkir luas.. ruangannya nyaman. Wifinya kenceng.. Tempat duduk tersedia banyak.. empuk dan nyaman.",positive,positive
Sukaa sekali beli hp dsni.. pelayananya baik dan tempatx luass,neutral,positive
Segala handphone berbagai merk ada....pelayanan ok..,positive,positive
Siiip,neutral,neutral
Sangat recommended,negative,negative
"Tolong kondisikan pegawainya.. Saya mau beli Poco F3, malah dirayu terus untuk ambil reno6.. sampai dikasih informasi yang salah lagi, kasih info jelek tentang Poco... Ya mungkin mereka dapat bonus kl bisa jual reno6,, hehe",negative,negative
Tempat belanja HP terlengkao dan termuraj di Malang.. Karyawan ramah dan sangat membantu menemukan HP idaman.,negative,negative
3putra,neutral,neutral
"Tempatnya bagus,bersih dan pelayananannya sangat baik",negative,negative
"Gak pernah beli disini,semoga bisa beli hp baru",negative,negative
"Pelayanan ramah, harga terjangkau dan barang juga lumayan lengkap.",positive,positive
mau tanya redmi note 10 berapa ya harganya,positive,positive
"Pelayanan nya sangat memuaskan, kakaknya jg ramah❤️",positive,positive
baik,positive,positive
Pelayanan ramah. Dan banyak pilihan .. recomen . Mantap,positive,positive
"Puas dengan pelayanan tiga putra kawi,tempat dan ruang tunggu nyaman",positive,positive
Tempat cari hape yg paling variatif.. pelayanannya bagus.. mbak mas nya ramah.. kita diberi info yg detail tentang hape yg akan kita beli.. dan setelah pembelian kita juga di tanyain kendalanya pokok nya mantaabbs,negative,negative
Kalau beli smartphone ada disini,neutral,negative
"Pelayanan ramah, sales cepat tanggap. Tempatnya nyaman. Toko gadget terpercaya.",positive,positive
"Tempat nyaman, harga terjangkau, banyak pilihan gadget, terpercaya, pegawainya ramah, pelayanannya memuaskan. Terimakasih Tiga Putra✨",positive,positive
Parkir luas n pelayanan nya ramah ...,positive,positive
"Semoga tetap amanah Tiga putra,tambah jaya selalu,semakin maju kedepannya",positive,positive
Pelayanan nya oke,positive,positive
Lengkap dan Murah,neutral,negative
beli hp selalu disini,negative,negative
Sangat rekomen untuk membeli smartphone,negative,negative
"Pelayanannya ramah, harga terjangkau, okelah pokoknya",positive,positive
Pelayanan sangat ramah,positive,positive
one of the best gadget store in town,neutral,neutral
Tempatnya luas..pelayanan ok,positive,positive
"Nyaman tdk banyak penyunjung, pelayanan ramah",positive,positive
"Pelayanan ramah, tempat ok, ruang tunggu di teras lebih ditingkatkan",positive,positive
affordable price with excellent service <3,neutral,neutral
Toko HP yg ngak kalah sama market place bisa tukar tambah lagi pelayanan bagus sekali,negative,negative
Untuk kredit syaratnya apa aja kak ? :),negative,positive
"Pelayanan ramah , lengkap , dan ada hadiah menarik kalau ada promo menarik !!",positive,positive
Pelayanannya bagus saat beli Iphone XR,negative,neutral
Toko hp yg relatif lengkap dengan harga relatif murah. Pelayanan baik dan ramah. Semoga tambah sukses dan berkembang.,positive,positive
"pelayanan bagus,,sales nya ramah..dan terbukti toko hape termurah dan terlengkap",positive,positive
Pelayanannya okey...,neutral,neutral
"Enak belanja disini, pelayanan ramah, tempat nyaman",positive,positive
"Alhamdulillah pelayanannya sangat ramah, Maaf saya gak bisa berkata-kata. Tp intinya .",neutral,negative
Tempat oke pelayanan bagus,neutral,positive
Good service and can be trusted,positive,positive
Ok mantap,positive,positive
"Beberapa hari yang lalu beli handphone di sini. Pelayanannya bagus. Dari awal masuk store, dilayani dengan ramah. Di sini karyawannya informatif dari mulai harga dan spek dikasih tau dengan friendly sekali. Harga produk di sini juga lumayan murah ketimbang di stores lain. Waktu itu juga stok warna handphone yang aku pengen ga ada di store, tapi karyawannya bersedia ngambil stok di store tiga putra lainthank you",negative,negative
Ramah sekali ..pelayanan baguss,positive,positive
"Mbak selesnya ramah, menerangkan semua tentang spesifik hape Oppo dengan sangat jelas, tempatnya jg nyaman & menerapkan standar protokol kesehatan covid. Harga hapenya jg terbilang lebih murah dibanding yg lain. Hwaiting Kamsahamnida",negative,negative
Friendly staff and very helpful. Thanks for your services.,positive,positive
"Very pleasant, very helpful staff and so friendly",neutral,positive
Pelayanan ok.. Barang juga ok... Harga ok juga,positive,positive
"Lokasinya nyaman, pelayanannya juga ramah, informasi yang di berikan terkait kelebihan dan kekurangan gadget juga detail, tempat parkiran luas, banyak pilihan merk gadget dari yang termurah sampai termahal, harga gadget di tiga putra relatif murah di banding toko lain..Di jamiiinnn..",negative,positive
Karyawan store samsungnya ramah. Thanks mb lia dan rekan2. Nyaman tempatnya,positive,positive
"Pelayanan sangat baik, tempatnya juga bersih tertata rapi.",positive,positive
Pelayanannya bagus banget... Suka deh belanja di tiga putra,neutral,negative
"Pelayanan ramah, harganya lumayan miring dan masnya menjelaskan tentang spesifikasinya juga cukup detail dan jelas",negative,positive
Pelayanannya ramah dan patut diacungi pelayanan bintang 5 :),positive,positive
Pelayanan nya ramah dan orang nya juga sopan.. Saya puas banget dengan pelayanan nya..,positive,positive
"Harganya lumayan miring , Pelayanan ramah , pengecek an barang detail , pegawai cekatan , Lengkap juga pilihan hpnya .. Sama banyak tester hp2 tertentu jadi customer bisa membedakan Qualitasnya .. Cuma Realme aja kemarin yg gaada kak jadi Gak bisa lihat2 kameranya .. Intinya Smua perfect Apalagi sama pelayanannya Bagusss ✨",positive,positive
Pelayananya cukup baik dan memuaskan.. Semoga makin banyak diskonya,negative,negative
"Pelayanan ramah, ga pelit info stock, cepet tanggap :)",positive,positive
"Pelayanan nya ramah, memuaskan, enak d ajak konsultasi, sabar ngasih saran nya,, seluruh keluarga, percaya beli di tiga putra kawi,",positive,positive
Selama saya beli disini sangat memuaskan,negative,negative
Pelayanannya bagus.harganya lebih murah.udh itu aja,negative,negative
"Pelayanan bagus, ramah, tempat bersih dan strategis",neutral,neutral
Pelayanannya sangat memuaskan .,negative,negative
Seller ramah dan tempat nyaman.,positive,positive
"dari dulu Tiga Putra pelayanannya always TOP, ramah, eh min banyakin dunk asesoris HP nya.",positive,positive
"Sy puas blnj di tiga putra, smg kedepannya smkn sukses, untuk pelayanannya ramah & tempatnya nyaman",positive,positive
tempat nyaman..pelayanan cepat n ramah..servis sales yg OK banget.,positive,positive
"Pelayanan memuaskan,... harga berani bersaing,... kualitas tetap terjaga... Terima kasih",positive,positive
"Tempatnya bagus dan nyaman, tidak berdesakan sehingga lebih leluasa dan bisa jaga jarak, parkir sangat luas, pelayanan pegawai sangat baik, produk lengkap..",positive,negative
Pelayanan Bagus,positive,positive
"Puas banget belanja di tiga putra... Tempatnya nyaman, pelayanannya ramah dan baik bgt, harganya juga ter the best Thanks tiga putra, rekomended bgt",positive,positive
Beli hp di Tiga Putra selalu kebagian stock walaupun itu dimana dimana lagi ghoib. Pelayanannya juga mantap dan harganya pasti lebih murah,positive,negative
Mantap servicenya,positive,positive
Recommended Store HP,neutral,neutral
Pelayananya bagus...pegawainya ramah...hrg luamayan murah di banding toko lain...sering2 kasi promo y..sukses trus deh buat tiga putra,positive,positive
"Salesnya di Tiga Putra baik dan ramah Tempatnya bagus, barangnya oke dan harganya terjangkau, pelayanan cepat",positive,positive
Pelayananx sngat memuaskan n karyawan x ramah2..,positive,positive
"Tempatnya luas dan bersih, pelayanannya cepat dan ramah",positive,positive
"Pelayanan ramah, jelas dan cepat. Tempat nyaman dan rapi",positive,positive
"Sales are very kind,friendly,and polite The goods are very very good and very very satisfying❤❤❤❤❤❤❤❤❤❤❤❤❤❤",positive,positive
Puas bnget pkek hp baru ini karena spek nya yg sangat memenuhi kebutuhan saya dan kebetulan wrnanya jg pas bnget fav sya dan pelayanannya juga sangat memuaskan bngt .... dan hargnya jg grosir bngett lohhh .. recomend bngt bli di tiga putra itu heheh,neutral,negative
"Bagus sih, tapi sempet kosong untuk HP yang ingin di beli. Pelayanan juga ramah.",negative,negative
"Pelayanan service nya baik dan ramah, barangnya juga bagus serta tidak ada kendala.",positive,positive
Hp yg dicari lengkap mulai harga ratusan ribu smpe puluhan juta. Mas dan mbak nya juga ramah2,positive,positive
"Tempatnya nyaman, cocok buat cari hp baru",positive,positive
Pelayanan responsif barang original,positive,positive
"Tempat favorit kalo beli HP di Kota Malang Tempatnya luas banget, parkir mobil gratis pelayanannya super gercep Tips nya, kalo mau beli hp, tentukan dulu range budget harganya berapa yang dimau, terus pas nyampe tiga putra tinggal bilang aja berapa budgetnya, nanti bakal dikasi banyak pilihan beserta kelebihan dan kekurangan setiap merek yg ada di sana Enak kan? Pelayanannya juga oke banget, cepet, harga juga passs, pokoknya no tipu tipu lah yaaaaa Pilihan variasi brandnya juga banyaaakk Cussss laah ada garansi jugaaaa",positive,positive
"Pelayanan ramah dan jelas terkait fitur smartphone, tempat juga asik, parkir luas dan gratis",positive,positive
"Sangat menyesal beli hp didua putra..bru beli belum aq pake 2 hari ..dicek disana ngak ada kesalahan..aq bawa pulang aq taruh lemari aq hidupin keluar garis garis..layar kedip2..aq bawa ke toko dua putra lagi dikawi aq coba tanyakan disuruh bawa ke mog ..yg saya sesalkan itu hp baru masak mau di servis dibongkar...kan baru bisakan diganti hp baru,,jadi pelangan senang..sangat menyesal saya sebagai custamer ..krna saya jauh jauh dri desa cma pengen buat anak baggia belikan hp baru buat sekolah meski promo ..krna promo itulah saya tertarik...tapi itu hp udah aq buang dijln buat apa jga hp baru tapi rusak..barang rusak jangan dijual..buat direktur dua putra mohon maaf kata2 saya seperti ini krna saya sangat kecewa...sangat kecewa// .....### maaf bosku data ku lengkap..klau mau bantu knapa ngak pas aq disana pas aq bawa hpnya..knap bru sekarang di jawap...knapa waktu disana jawapanya seperti itu..seharusnya kan langsung ditangani..hp jga kondisi utuh...krna sjrng hpnya sudah aq lempar dijalan tinggal dusboknya aja dirmh krna kesal buat apa jga aq bilang..aq jga sempat di wa..tapi di wa..masak tulisanya ."".apa maksudnya "" ..kata2nya gak sepatuutnya.buat apa jga aq balas...buat saya uang itu berharga meski sedikit..krna saya carinya jga susah ...",negative,negative
Sangat mengecewakan pelayananya,negative,negative
Pelayanannya sangat ramah dan tempat juga nyaman .,positive,positive
"Good service, fast, friendly, hopefully the customer is satisfied",positive,positive
"Pusat penjualan HP , tempat luas bersih dan nyaman, harga bersaing.",positive,positive
Promonya mantap,positive,positive
Service dan pelayanan sales oke banget. Proses cepat.,positive,positive
1. sangat puas sama pelayanannya 2. expert sekali ttg product knowledgenya 3. simulasinya juga detail 4. mantapp pokoknya keren tokonya,positive,positive
"Pelayanan cepat ramah harga terjangkau dan nikmati banyak diskon nya, anda takut tidak punya hp baru karna kalah sama kebutuhan, ajukan saja credit di tiga putra bunga rendah dan bergaransi resmi",positive,positive
"Saya suka belanja di tiga putra karena yg pertama nyaman tempatnya, kedua costumer nya ramah dan baik bisa membantu segala proses yg dibutuhkan pembeli, dan ketiga harga miring dan semua HP yg mau diinginkan ada disana... Semoga kedepannya lebih baik lagi dan meningkatkan adanya promo menarik lain nya☺☺",positive,positive
Pegawainya ramah2 jadi bikin betah,negative,positive
"pelayanan nya ramah, teruntuk mba fatma",positive,positive
Harga murah se malang raya.. Pegawainya ramah2,negative,positive
"Kualitas barang oke, Mantapp pelayanan..",positive,positive
"Harga sangat bersaing, dan ramah Tambah sukses",positive,positive
"Untuk produk yg dijual cukup memuaskan, tp sayang utk servis dari penjual (terutama Mog) sangat mengesalkan, krn setelah transaksi hanya dijelaskan sekilas & sy harus utak atik fitur2 hp sendiri di rumah, jadi mohon diperhatikan utk kepuasan pelanggan, jgn hanya asal jual & target terpenuhi, trmksh. .",neutral,negative
"top service, super careful people! super recommend",positive,positive
Pelayanan sangat bagus tetap jaya dan sukses tiga putra,positive,positive
Pelayanan oke...tempat belanja aman dan nyaman..sukses selalu buat tiga putra.,positive,positive
Recommended banyak diskon yang pastinya harga dan kualitas bisa di adu .. Pelayanan ramah kalii Trims kak..,positive,positive
Pelayanan lumayan oke. Dijelaskan banyak perbandingan brand A B C D,positive,positive
Harga bersaing dan lengkap,positive,positive
Lengkap..harga bersaing,positive,positive
Saya sudah yang ke 3 kalinya transaksi di tiga putra .☺️ Pelayanannya memuaskan Selesnya juga sangat ramah ☺️ Terimakasih ☺️,positive,positive
"Sales ramah, barang terjamin bagus g ada kendala",positive,positive
Tempatnya Bagus.... Barang oke.... Sales udah memuaskan kan..... Sayang ruang tunggu konsumen nya belum tersedia air mineral.... Itu azha seh....,negative,negative
Pelayan baik dan ramah,positive,positive
"Sales counter nya ramah, produk yang akan dibeli dijelaskan dengan baik, ga salah langganan beli hp disini..",positive,positive
"Semua oke , pelayananx cepat, salesx ramah dan sangat membantu.. tiap beli hp baru pasti d tiga putra",positive,positive
"Knowledge produk sales bagus, mampu mengedukasi castamer dengan baik. Pelayanan excellent servis.",positive,positive
"Menarik hanya pemasangan gorilla glass ny kurang sempurna,,,masih ada kanan kiri atas bawah yg masih kebuka dikit",negative,negative
Pelayanannya sigap dan ramah. Great!,positive,positive
Terimakasih tiga putra....,positive,positive
Pelayanannya baik dan harga nya ramah di kantong dan sesuai dengan kualitas produknya,positive,positive
Harganya relatif murah pelayanannya cukup ramah,negative,positive
"Standnya bagus, ada tempat duduknya juga, desain stannya jg bagus, nyaman pokoknya disini salesnya jg ramah, jelasinnya baik banget, sabar banget dibombardir pertanyaan✌️ prosesnya jg cepat, free acc hp kemarinPelayanannya memuaskan pokoknya",positive,positive
"Tokonya bagus, parkir luas, barang cukup komplit, sales bisa menjelaskan barang dengan baik",negative,negative
pelayanan ramah dan cepat. harga dijamin lebih murah tapi kualitas dijamin 100%. tempatnya pun makin luas sekarang. manteb deh kalau kesini..,positive,positive
Sales ramah dan sabar memberikan penjelasan tentang produk hp,positive,positive
pelayanan terbaik,positive,positive
"Trimakasih tiga putra, pelayanann anda sangat baik ,barang pun bagus",negative,negative
Alhamdulillah Pelayanannya kece abiis... Barang dicek bareng2 trus gercep dan ramah. Gak usah ragu dah buat beli di tiga putra,negative,positive
"Mantap, salesnya ramah² dan sopan, barang juga bagus dan pastinya harganya terjangkau",positive,positive
Cs nya ramah2 & jelasinya all out,neutral,positive
Service oke unit Oke.....,neutral,positive
Sami sami,positive,positive
Pusat HP yg cukup besar ditambah dengan Cafe yg buka sampai malam.,negative,negative
"Pelayanan bagus customer servis nya juga ramah baik,dan cantik2",positive,positive
Pelayanan bagus ramah dan selalu di berikan rekomendasi yang terbaik,positive,positive
Cukup recommended,negative,negative
"Sales nya sangat membantu, pelayanan juga baik.. .klaim garansi di permudah dan di bantu sampai selesai",negative,positive
pegawainya ramah semua,negative,positive
Paling lengkap dan tercurah di malang,negative,negative
"Tokonya bagus, promotor oke",neutral,neutral
"Keren banget, semua produk lengkap ada disini, pelayanannya keren tempatnya bagus.. recommended deh buat beli gadget lagi disini",negative,negative
Siip,neutral,neutral
"Tempat besar, mud ah ditemukan, parkir luas, protokol kesehatan baik, pelayanan ramah, hp dan aksesoris lumayan lengkap, harga beberapa ada yang menurut saya agak mahal tapi overall standard lah.",positive,positive
Pelayanannya bagus dan tempatnya nyaman,positive,positive
"Bagi yang memerlukan handphone, inilah tempatnya.",negative,negative
Pegawainya baik dan ramah2,positive,positive
Lumayan,negative,negative
Lokasi parkirnya sekarang cukup luas barang² yg dijual juga ok,positive,positive
"Tempat faforit beli hp ,karyawan ramsh""",negative,positive
"Habis beli HP disini, nggak dapat bonus merchandise hehehe ...",negative,negative
banyak promo,positive,positive
Mau beli HP apa aja kunjungi Tiga putra,positive,positive
"Selalu terbaik, sudah beberapa kali belanja kesini",positive,positive
"Makasih tiga putra ... Khususnya mbak Eliza , selalu SABAR dan PAHAM dgn banyak pertanyaan n kemauan ku kita langganan disini dari awal ada nya tiga putra Kawi",positive,positive
barangnya lengkap.... mbak e lumayan dalam menjelaskan (semoga obyektif)... tapi suasana toko agak berantakan (krn sedang expansi)... dan AC nya kurang kuat,negative,negative
Pelayanan sangat memuaskan...mas2 dan mbk2 nya ramah...terima kasih,positive,positive
Tokonya bagus. Pegawainya ramah,neutral,neutral
Bagus barang nya kemarin papa ku beli hp Vivo v20 se,negative,negative
Pegawai ramah2 pelayanan sopan profesional dan berpengalaman,positive,positive
"Tempat bagus , pelayanan ramah & mas faiz menjelaskan tentang S20 ultra dengan sangat detail, rekomended sih menurut sy",positive,positive
"Tempatnya nyaman sekali. Area parkir begitu luas, tak hanya untuk roda dua, begitu juga pengguna roda empat. Gak perlu khawatir nyari lokasi parkir. Tersedia banyak pilihan unit dengan berbagai penawaran. Salesnya ramah dan informatif dalam menjelaskan. Nyari hp di kawasan Kawi bisa menjadi alternatif di Tiga Putra cabang sini.",positive,positive
"Yg dicari ga ada sih, tp mas mas nya gercep ngasih pilihan lain sesuai sm yg dimau",positive,positive
1 minggu yg lalu soya beli Hp samsung A 20 seharga 2.350 ditempat ini tiga putra kawi.,positive,positive
Nice place,positive,positive
"Harga bersaing pelayanan bagus tempat nyaman parkir luas.Recomded deh,, buat yg mau belanja kesini",positive,positive
"Pelayanan puas, tempat parkir luas...",positive,positive
"Tempat nyaman, parkir luas, pelayanan memuaskan",positive,positive
"Pelayanan ramah, produk berkualitas serta harga agak miring dari yang lain... Kadang pelayan lupa memberi bonus atas pembelian...",positive,positive
"Harga HPnya bersaing dengan toko terkenal lainnya di Malang. Tempatnya nyaman, parkiran mobil luas",positive,positive
Ramah tamah,positive,positive
"Toko HP yang bagus, lengkap dan menjual produk-produk terbaru serta dilayani dengan sabar dan informatif.",positive,negative
"Dengan pelayanan ramah, dan harga cukup bersaing",positive,positive
"Tempat ckp nyaman, plyanan baik, protokol covid-19 baik. Jenis Smartphone yg dijual ckp beragam. Recommended",positive,positive
Luas tempatnyq,positive,positive
"Tempat nyaman, tidak terlalu ramai, pegawai ramah",negative,negative
"Mbak nya ramah. Dan cantik pelayanan nya juga baik. Tapi saya pernah tanya barang sebelum datang ke toko, terus di suruh datang ke toko nya, e pas udah di toko barang nya kosong. saya kecewa.",negative,negative
"Keren banget, ramah sales""nya",positive,positive
"Harga lebih murah, pelayanan ramah, nyaman",positive,positive
"Kurang lengkap, dan harga yang ditawarkan relatif lebih mahal...",negative,negative
Cuma sharing aja sih.. Saya kesana ingin beli hp xiao** dan salesnya sudah tau tapi kenapa ya kok saya diarahkan ke op** terus jadi kurang nyaman karena salesnya agak ngotot dengan produknya,negative,negative
pelayanan cepat dan harga.banysk discoun,positive,positive
Menyediakan hp dengan promo menarik,positive,positive
"Tidak terlalu banyak varian hp dan aksesoris, tetapi pelayanan bagus, parkiran cukup luas, karyawan ramah",negative,negative
Pelayanan yg baik,positive,positive
Kak bisa service hp realme kah disini hp realme saya gampang panas dan tiba tiba kalo panas hp saya jadi lemot kira kira itu kena apa nya ya?,negative,negative
Langganan HP,positive,positive
"I came here to see handphone accessories. The display space & collection are limited, I think:)",neutral,positive
Kebanyakn spg kurang menguasai produk knowledge,neutral,negative
"Pelayanan baik, type hp lengkap harga sesuai kualitas",positive,positive
Gak semua pegawai paham apa yang mereka jual,negative,negative
Lumayan murah harga hp,positive,positive
Tidak sesuai dengan penjelasan yg di berikan bagian customer service,negative,negative
"Mantap ges, tak ada tandingan layanannya",positive,positive
Lengkap dengan pelayanan yang ramah.,negative,positive
"Klo beli HP selalu ke sini, Mungkin selisih beberapa puluh ribu, Tp pelayanan nya di sini ena, ga terlalu ramai, Parkir ga susah..",negative,negative
Luas,positive,positive
"Habis beli smart phone disini, pelayanannya bagus harganya muraaah tapi kenapa ya waktu check unit terkesan asal2an, buka dus trus cek fisik, fungsi charger sama streaming youtube aja. Pdahal biasanya kalau di tempat lain ada pengecekan layar warna warni, cek touch screen, microphone dg panggilan, dll Oh iya padahal store nya cozy dan modern, tapi toiletnyaaa kurang layak. Smg sgera diperbaiki.",negative,negative
Harga bersaing,positive,positive
Pelayanan nya sangat ramah,positive,positive
Yeah 3Putra,neutral,neutral
Mantab pelayan ramah,positive,positive
Counter handphone terlengkap di malang raya,negative,negative
Good service Right place Good price Good parking Good lah pokok e rek,positive,positive
saya sarankan bndingkan harga ke toko lain dulu... menurut pengalaman sy,positive,negative
Harga realme c1 or dua brp ya..2020...,positive,positive
"Tiga putra Secara umum pelayanan sangat memuaskan. Harga standar, tidak murah juga tidak mahal. Tapi termasuk lebih murah daripada beberapa counter yg ""klaim diri murah"". Garansi terpercaya. Suka saja beli di sini, tempat bersih dan besar, parkir luas, dan banyak karyawannya yg helpful.",negative,negative
Mbak²nya was very kind and very helpful!,neutral,positive
Dekat alun-alun kota malang,negative,negative
"Tempat luas, petugas ramah",negative,positive
Br,neutral,positive
Bersih pelayanannya cepat,neutral,neutral
Pelayanannya,neutral,neutral
nice place to buy smartphone,positive,positive
Cepat...ada minuman juga ..free untuk costumer,positive,positive
Boleh juga,positive,positive
Menyediakan berbagai macam smartphone dan aksesoris nya jadi tidak perlu repot pindah-pindah toko,negative,negative
baik sopan santun murah senyum juga cantik2,positive,positive
Tempat Baik,negative,positive
Tidak bisa beli dgn cicilan pakai jartu bank,negative,negative
lumayan,negative,negative
"Harga masih diatas meteor...barang banyaknyg kosong...nokia, asus infonya belum datang, mau tiap minggu kesana masih sama",negative,negative
Good Place,positive,positive
Mayan murah kok,positive,positive
Biasa sj,negative,negative
Saya memilih karena pelayanan yang maksi.,negative,negative
"Kmrn ke sini utk beli Realme 5 pro, harganya lebih murah dr pd toko sebelah Aku udah bandingkan Pelayanan bintang 5 Segala jenis smartphone pasti ada, tp utk aksesoris kurang lengkap Bahkan pas aku beli, dpt kupon undian dg hadiah motor",positive,positive
Layanan memuaskan,positive,positive
Menyediakan berbagai merek dan jenis handphone dengan harga bersaing,positive,positive
Tempat Ok pelayanan Ok barang bagus,positive,positive
"Pelayan dari Pihak toko, oke banget",negative,positive
Waktu tunggu terlalu lama.. barang tidak ready,negative,negative
Sering ada promo dan undian berhadiah,positive,positive
A nice place to buy new phones. Good salesperson as well.,positive,positive
Pelayanan nya +,positive,positive
"Dilayani dengan baik. Terimakasih. Saya kesini Cari xiaomi redminote 8 pro yang versi 6/128, mengingat stock barang yang cukup ghoib, beruntung sekali ahirnya dapat yang warna putih. Kebetulan ada 2 stock barang, putih dan grey. Untuk anda yang membawa kendaraan baik roda 4 ataupun roda 2, tempat parkir tersedia cukup luas Dan dijaga oleh security berpakaian cukup rapi.",negative,negative
Tempat beli hp yg tepat... buat km yg suka hp bramded & good quality,positive,negative
Mahal,positive,positive
Bekerja disampingnya,neutral,neutral
Tempat nyaman dan bisa pilih aneka smartphone,positive,positive
tempat gadget harga bersaing,neutral,positive
tempat yg nyaman,positive,positive
"Ramah, penjelasan dari sales counter juga sangat jelas,goodlah..",negative,negative
rame,neutral,positive
Mobile phone shop,neutral,neutral
Nice,positive,positive
"Gan mau tanya, s8 ada gak?? Bekas juga gpp",positive,positive
Murah nyaman pelayanan bagus,positive,positive
"Toko hp lumayan,,,,",negative,negative
"Harga merakyat, tempat nyaman, recommended buat yang cari HP kekinian",negative,negative
Lokasi nya enak,positive,positive
"Pelayanan baik, tempat cozy & harga kompetitif...Recommended",positive,positive
"Pelayanan okay, parkir luas",positive,positive
Langganan udah bertahun-tahun dan pasti dapat harga termurah dari tempat lain,neutral,positive
"Salesnya ramah,, soal harga ya kompetitif lah",positive,positive
"Lengkap, semua handphone tersedia. SPG n SPB nya banyaaak banget, sampe malu dikerumunin saat mau liat liat HP. Pelayanan ramah, baik dan santuy..",positive,positive
Belanja rekomended,negative,negative
Pelayanan dan penjelasan produk yang ditawarkan sangat bermanfaat dan bagus. Jadi calon pembeli lebih yakin akan barang yang akan dibeli,positive,negative
Tempat nyaman&ramah-ramah,positive,positive
Pelayanannya bagus petugasnya ramah,neutral,neutral
"Pelayanan ok, mbak lia nya sangat membantu",positive,positive
Pelayanan cukup baik,neutral,neutral
Pelayanan bagus....penjelasan produk detail...puas....,positive,positive
Tiga putra kawi jadi favorit kalau mau beli HP keluaran terbaru dengan harga yg pas dikantong. Pelayanannya baik dan ramah. Good job. Pertahankan terus tiga putra kawi..,positive,positive
Harga ok. Pelayanan Ramah. Tempat nyaman. Recommended !,positive,positive
"pelayanan ramah,baik,sangat membantu jika kebingungan memilih produk.",positive,positive
"Display toko bagus, terang pencahayaan nya, pelayanan nya juga ramah dan tanggap",positive,positive
"Pelayanan bagus, ramah, product knowledge juga bagus, ada variasi pilihan pembayaran.",positive,positive
beli hp di sini ada undian nya lho. tempat nyaman. ada contoh hp nya. barang pasti ori. pelayanan nyaman parkir gratis itu paling penting. . bisa pilih sepuas nya. ada cafe nya lagi enak banget deh,positive,positive
"Utk pelayannanya cepat, memberi penjelasan juga ok. Terus ditingkatkan pelayanan kpd customer dan murah senyum yaa..",positive,positive
Keren...nyaman...ramah2 sellernya,positive,positive
Nyaman & Ramah,positive,positive
Nice service Comfy place,positive,positive
Beli HP yang aman memuaskan,negative,negative
Pelayanan oke dan ramah,positive,positive
Cari hp parkir luas,positive,positive
Proses sangat cepat,negative,positive
"Karyawan sangat ramah, trmpat bersih, harga handphone terjangkau",positive,positive
"Pengalaman ke sini itu po z1 pro itu ada barang contoh nya walaupun hp nya punya pegawainya, tapi setidaknya ada usaha untuk menunjukan barang ya ingin di po konsumen",positive,positive
