processed_text,sentiment
sukses terus hehe pelayananya baik ramah informasi terima kasih mbak gayatri hehe,positive
layan baik les ramah sama unjung pelang harga,positive
adem luas asik,positive
good service nice place,positive
layan baik nyaman,positive
nice place nice price nice customers,positive
karyawanya ramah tempat nyaman oke sukses,positive
good place good service good price,positive
reasonable price with wide range of brands,neutral
layan nya baik promotor brand opo nya nama mbak oktavin ayu mbak nya cantik telaten waktu handle ibu beli opo,positive
pelayananya enak ramah jelas,neutral
mantap banget barang staf nya baik ramah,positive
terima kasih mbak eka,positive
layan banget mbak gayatri,positive
layan nya cepat,neutral
barang,neutral
gede tempat pelayananya baik hp lengkap,negative
tempat nyaman terus pelayananya ramah tampil ruanganya fres,neutral
pelayananya cepat,neutral
tempat layan cepat hrga sahabat enggak sesal deh beli sini enak nyaman suasana banyak display hp pengin kok mantab,positive
nice layan,positive
layan nya muas,positive
toko layan selia ramah,negative
belanja tigaputra muas,positive
tempat beli handphone paling gengsi kota,negative
good price good service,positive
produk lengkap layan cepat ramah,positive
good service lengkap,positive
tempat enak bersih ramah informasi lengkap,negative
terima kasih mbak nuning asus pelayananya sangat muas sukses terus,positive
servis nya sangat muas sekalitingal pakai,positive
very good good service,positive
pelanyananya muas,positive
beli hp sini salah satu pilih nya,negative
pelayananya baik cepat,neutral
baik sangat bantu,neutral
nice comfort place large parking area and good customer service,positive
layan baik moga lebih maju depa,positive
tempat barang cari stok habis memang barang lama kok,negative
senang belanja,neutral
puas belanja hp terima kasih,positive
sih pelayananya garansi toko nya bayar,neutral
barang lengkap layan ramah,neutral
layan cepat tangap nyaman mas adit nya,positive
layan muas trimz,positive
nyaman layan ramah cepat tangap,positive
trimakasih atas layan baik mudah kan,neutral
pelayananya baik utama promotor vivo,neutral
layan nya ramah banget,positive
biasa,neutral
layan mbak emil sangat helps sangat muas layan vague muas retina kasih,positive
good services,positive
tempat nyaman pegawai ramah,positive
mbak nya sabar,positive
layan recomended,neutral
layan sangat ramah senang terima kasih cel,positive
layan harga murah,positive
toko pelayananya ramah,neutral
servis mbknya cantik,positive
nice service,positive
layan muas thank lu,positive
pelayananya sabar banget,positive
santun muas,positive
layan mbak nya ramah,neutral
kasih gimic dong beli tentu,negative
orang baik,neutral
trimakasih,positive
oke sip sip sip,positive
toko toko handphone lengkap pelayananya baik banget sip deh pokok,positive
puas pelang prioritas utama bersih utama,positive
aku selalu beli hp sini sini pelayananya baik harga murah banding,positive
trimakasih banget mlayani,positive
alhamdulilah ramah semua tlaten jelas,neutral
service muas,positive
jos,neutral
karyawan celometan enggak jelas kurang ramah,neutral
lebih bagis kalo jual silikon hapenya overal,positive
mbak emil terima kasih nice serve,positive
pelayananya sih giets barang complet pokok top wes,positive
pelayananya ramah cepat kualitas jamin enggak sesal deh pokok blanja,neutral
spg humble cantik jelas spesifikasi handphone mau beli detail enggak pernah kecewa beli,positive
layan sangat baik manja pelang kualitas barang sesuai deskripsi,positive
mromotornya ramah ramah jelas kena klasifikasi hp nya sangat detail jelas,neutral
keren banget lengkap baik deh kota,neutral
layan muas terima kasih,positive
oke banget pilih banyak diskon banyak bonus banyak parkir free mbak mas nya sik asik,positive
layan nya ramah walaupun cerewet,negative
pelayananya ramah ramah pegawai enggak kapok pokok,neutral
mantap keren,positive
rekomen banget buat beli hp,positive
murah coy,neutral
good place find ur favorite gadget that suitable with ur budget,positive
belanja senang good,positive
good service good place good price,positive
belanja nyaman ramah,positive
pelayananya muas,positive
informative and helpful,neutral
terimakasih pelayananya top,positive
layan ramah tempat nyaman,neutral
fai price and good services,positive
baik engak cash sh heheh layan sangat baik muas terima kasih,positive
toko hp baik malang raya,negative
layan ramah detail ruang tungu nyaman harga oke puas deh beli hp sini,positive
layan an sip,neutral
layan baik cepat tugas ramah responsif harga saing nice,positive
pelayananya baik muas harga beri harga lebih murah toko lebih enggak sesal jauh banyuwangi datang kemari terima kasih,positive
servis senang,positive
sip,neutral
pelayananya baik muas harga beri harga lebih murah toko lebih miring sedikit layan mas arif baik ramah murah senyum mungkin kurang kurang kuasa harga stok barang sedia terima kasih,positive
kok enggak bonus,neutral
cukup puas,neutral
good service and nice place,positive
trimakasih moga makin maju sukses,positive
alhamdulilah layan baik terimakasih,positive
cukup pelayananya,negative
baik,neutral
barang jamin orisinal garansi toko,neutral
kredit cepat,neutral
harga tata display baik pegawai ramah sangat bantu,positive
barang kondisi baik,neutral
pelayananya baik ramah,neutral
layan muas mohon tingkat,positive
beli lebih nyaman lengkap puas sama ramah karyawan nya mantap,positive
sip maju terus,neutral
sih buat pelayananya cuma tanya garansi toko bayar charge debit nya,neutral
puas layan,positive
lumayan lengkap,neutral
pelayananya sangat ramah baik cepat recomended banget,positive
layan ramah jelas sangat mudah cerna tugas cekat,negative
punya pelayananya,positive
recomended this place,neutral
puas sama layan,positive
senang beli jasa jelas lengkap ramah,positive
layan standart suka promo cashbacknya,positive
toko handphone cukup lengkap kota pelayananya aku sangat baik staf nya sangat sahabat helpful enggak segan banding satu produk produk lai bahkan staf bantu sangat inisiatif cari online review kait handphone beli cuma kekuranganya aditional charge mengunakan credit card kasir familiar bayar money suka belanja handphone sini,neutral
cari hanphone tempat nyaman pilih lumayan banyak,negative
layan sangat bahkan sedia beli handphone sistem kredit jalin kerjasama beberapa lembaga kredit tempat parkir cukup luas tampung banyak kendara unjung harga hp lebih murah,positive
tempat nyaman,neutral
layan ramah cepat,neutral
pelayananya memuasaka,neutral
provider tentu sulit sinyal,negative
beli hp puas banget layan ramah baik,positive
layan beri cepat baik mbak cinta tkasih,neutral
layan nya baik mbak nya ramah buyer edukasi sesuai butuh spesifikasi ingin,positive
good quality and services,positive
layan kok,neutral
layan muas mas faiz mbak gayatri,positive
layan baik toko nyaman,positive
fasilitas nyaman,positive
layan nya sangat muas,positive
kali beli layan saran crew nya,neutral
excelent,neutral
unused area is big big waste,neutral
pelayananya buagus,neutral
layan,neutral
kredit bos,positive
tempat handphone murah,negative
cukup lengkap sini fasilitas cicil si laku sih,negative
mantap,positive
salah satu jujugan beli handphone kota cukup lengkap bagai pilih brand merek kualitas layan cukup baik jumlah pegawai banyak barang ready mostly recomended,negative
layan cepat rama harga murah tempat parkir luas,positive
harga sangat kompetitif servis muas,positive
tempat parkir cukup luas,neutral
mantap moga manfaat,positive
layan cepat mbulet tanya via telpon layan baik masalah harga ragu sini murah,negative
pernah singah adem nyaman,positive
bought earlier and their service is sok bad they forget give my usb conector cause they too busy play instagram and im sok mad,negative
banyak pilih harga miring,negative
tempat nyaman layan sayang aksesoris hp minim,negative
layan,neutral
jual hp harga murah varian lengkap garansi toko bayar kartu kredit cicil layan ramah lokasi strategis,positive
tempat nya kelas,negative
good service competetive price,positive
layan cepat simpatik,neutral
tempat enak layananya super,negative
good service this place have comfy waiting room and diaplay store,positive
tempat murah beli handphone samsung se ngalam,negative
enggak sangka cash back kasir jelas meski tanya salesnya ramah pas sana,positive
oke lah,positive
layan baik,neutral
salesnya ramah harga murah,positive
tempat nyaman layan nya lumayan lah kalo mau bei hp rekomendasi tempat layak kunjung,negative
you can find most of the big brands here,neutral
